"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","MA1","MD1","OC1","OD1","REM","EQD"
"01006099999","2023-10-20T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","340,1,N,0160,1","99999,9,9,N","999999,9,9,9","-0042,1","-0068,1","10091,1","240,M,-0041,1","240,N,-0044,1","99999,9,10075,1","1,1,033,1,+999,9",,"3,99,0220,1,999","SYN07601006 46/// /3416 11042 21068 30075 40091 51033 333 11041 21044 90710 91122=",
"01006099999","2023-10-21T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","350,1,N,0150,1","99999,9,9,N","999999,9,9,9","-0041,1","-0079,1","10140,1","240,M,-0040,1","240,N,-0043,1","99999,9,10124,1","1,1,022,1,+999,9",,"3,99,0170,1,999","SYN07601006 46/// /3515 11041 21079 30124 40140 51022 333 11040 21043 90710 91117=",
"01006099999","2023-10-21T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","330,1,N,0140,1","99999,9,9,N","999999,9,9,9","-0043,1","-0073,1","10158,1","240,M,-0043,1","240,N,-0047,1","99999,9,10142,1","3,1,007,1,+999,9",,"3,99,0170,1,999","SYN07601006 46/// /3314 11043 21073 30142 40158 53007 333 11043 21047 90710 91117=",
"01006099999","2023-10-21T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","320,1,N,0110,1","99999,9,9,N","999999,9,9,9","-0053,1","-0086,1","10168,1","240,M,-0046,1","240,N,-0053,1","99999,9,10152,1","2,1,004,1,+999,9",,"3,99,0140,1,999","SYN08201006 46/// /3211 11053 21086 30152 40168 52004 91500 333 11046 21053 90710 91114=",
"01006099999","2023-10-21T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","333,1,N,0115,1","99999,9,9,9","999999,9,9,9","-0050,1","-0094,1","10158,1",,,"99999,9,10141,1",,"0145,1","9,99,0119,1,999","SYN004BUFR","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-10-21T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","330,1,N,0120,1","99999,9,9,N","999999,9,9,9","-0050,1","-0089,1","10152,1","240,M,-0049,1","240,N,-0051,1","99999,9,10136,1","7,1,007,1,+999,9",,"3,99,0150,1,999","SYN08201006 46/// /3312 11050 21089 30136 40152 57007 92100 333 11049 21051 90710 91115=",
"01006099999","2023-10-22T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","350,1,N,0140,1","99999,9,9,N","999999,9,9,9","-0053,1","-0097,1","10145,1","240,M,-0051,1","240,N,-0053,1","99999,9,10129,1","9,9,002,1,+999,9",,"3,99,0190,1,999","SYN07601006 46/// /3514 11053 21097 30129 40145 50002 333 11051 21053 90710 91119=",
"01006099999","2023-10-22T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0130,1","99999,9,9,N","999999,9,9,9","-0056,1","-0097,1","10147,1","240,M,-0055,1","240,N,-0059,1","99999,9,10131,1","9,9,001,1,+999,9",,"3,99,0160,1,999","SYN07601006 46/// /3613 11056 21097 30131 40147 50001 333 11055 21059 90710 91116=",
"01006099999","2023-10-22T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","350,1,N,0120,1","99999,9,9,N","999999,9,9,9","-0049,1","-0075,1","10160,1","240,M,-0048,1","240,N,-0052,1","99999,9,10144,1","1,1,012,1,+999,9",,"3,99,0150,1,999","SYN07601006 46/// /3512 11049 21075 30144 40160 51012 333 11048 21052 90710 91115=",
"01006099999","2023-10-22T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0110,1","99999,9,9,N","999999,9,9,9","-0046,1","-0075,1","10179,1","240,M,-0045,1","240,N,-0047,1","99999,9,10163,1","1,1,007,1,+999,9",,"3,99,0130,1,999","SYN07601006 46/// /3611 11046 21075 30163 40179 51007 333 11045 21047 90710 91113=",
"01006099999","2023-10-22T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","002,1,N,0100,1","99999,9,9,9","999999,9,9,9","-0042,1","-0073,1","10194,1",,,"99999,9,10178,1","2,1,021,1,+999,9","0124,1","9,99,0119,1,999","SYN004BUFR",
"01006099999","2023-10-23T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","010,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0045,1","-0072,1","10209,1","240,M,-0044,1","240,N,-0047,1","99999,9,10193,1","2,1,011,1,+999,9",,"3,99,0090,1,999","SYN07601006 46/// /0106 11045 21072 30193 40209 52011 333 11044 21047 90710 91109=",
"01006099999","2023-10-23T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","240,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0053,1","-0075,1","10224,1","240,M,-0047,1","240,N,-0053,1","99999,9,10208,1","2,1,008,1,+999,9",,"3,99,0030,1,999","SYN07601006 46/// /2402 11053 21075 30208 40224 52008 333 11047 21053 90710 91103=",
"01006099999","2023-10-23T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0082,1","-0103,1","10231,1","240,M,-0078,1","240,N,-0085,1","99999,9,10215,1","4,1,000,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2105 11082 21103 30215 40231 54000 333 11078 21085 90710 91105=",
"01006099999","2023-10-23T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0087,1","-0111,1","10225,1","240,M,-0077,1","240,N,-0087,1","99999,9,10208,1","9,9,003,1,+999,9",,"3,99,0060,1,999","SYN08201006 46/// /2205 11087 21111 30208 40225 50003 92100 333 11077 21087 90710 91106=",
"01006099999","2023-10-24T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0055,1","-0084,1","10223,1","240,M,-0054,1","240,N,-0064,1","99999,9,10206,1","7,1,003,1,+999,9",,"3,99,0040,1,999","SYN07601006 46/// /2204 11055 21084 30206 40223 57003 333 11054 21064 90710 91104=",
"01006099999","2023-10-24T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","190,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0061,1","-0095,1","10225,1","240,M,-0054,1","240,N,-0067,1","99999,9,10209,1","2,1,004,1,+999,9",,"3,99,0060,1,999","SYN07601006 46/// /1904 11061 21095 30209 40225 52004 333 11054 21067 90710 91106=",
"01006099999","2023-10-24T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0037,1","-0060,1","10224,1","240,M,-0036,1","240,N,-0044,1","99999,9,10208,1",,,"3,99,0040,1,999","SYN08201006 46/// /2002 11037 21060 30208 40224 54003 91500 333 11036 21044 90710 91104=","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-10-24T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","240,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0047,1","-0061,1","10217,1","240,M,-0040,1","240,N,-0048,1","99999,9,10201,1","7,1,003,1,+999,9",,"3,99,0040,1,999","SYN08201006 46/// /2404 11047 21061 30201 40217 57003 92100 333 11040 21048 90710 91104=",
"01006099999","2023-10-25T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","247,1,N,0022,1","99999,9,9,9","999999,9,9,9","-0042,1","+9999,9","10205,1","120,M,-0038,1","120,N,-0043,1","99999,9,10189,1","7,1,007,1,+999,9",,"9,99,0049,1,999","SYN004BUFR",
"01006099999","2023-10-25T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0039,1","-0050,1","10195,1","240,M,-0037,1","240,N,-0039,1","99999,9,10179,1","7,1,004,1,+999,9",,"3,99,0030,1,999","SYN07601006 46/// /2501 11039 21050 30179 40195 57004 333 11037 21039 90710 91103=",
"01006099999","2023-10-25T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0054,1","-0065,1","10181,1","240,M,-0051,1","240,N,-0055,1","99999,9,10165,1","7,1,008,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2305 11054 21065 30165 40181 57008 333 11051 21055 90710 91105=",
"01006099999","2023-10-25T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","180,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0055,1","-0062,1","10171,1","240,M,-0052,1","240,N,-0058,1","99999,9,10155,1","7,1,005,1,+999,9",,"3,99,0030,1,999","SYN07601006 46/// /1802 11055 21062 30155 40171 57005 333 11052 21058 90710 91103=",
"01006099999","2023-10-26T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0050,1","-0056,1","10160,1","240,M,-0050,1","240,N,-0056,1","99999,9,10144,1","7,1,006,1,+999,9",,"3,99,0020,1,999","SYN07601006 46/// /2301 11050 21056 30144 40160 57006 333 11050 21056 90710 91102=",
"01006099999","2023-10-26T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0058,1","-0064,1","10156,1","240,M,-0041,1","240,N,-0058,1","99999,9,10140,1",,,"3,99,0020,1,999","SYN07601006 46/// /2401 11058 21064 30140 40156 54001 333 11041 21058 90710 91102=","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-26T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","190,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0055,1","-0062,1","10147,1","240,M,-0054,1","240,N,-0067,1","99999,9,10131,1",,,"3,99,0020,1,999","SYN08201006 46/// /1901 11055 21062 30131 40147 54001 92100 333 11054 21067 90710 91102=","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-27T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0064,1","-0077,1","10141,1","240,M,-0059,1","240,N,-0075,1","99999,9,10125,1","7,1,003,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2205 11064 21077 30125 40141 57003 333 11059 21075 90710 91105=",
"01006099999","2023-10-27T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","130,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0035,1","-0041,1","10138,1","240,M,-0035,1","240,N,-0041,1","99999,9,10122,1","4,1,000,1,+999,9",,"3,99,0020,1,999","SYN07601006 46/// /1302 11035 21041 30122 40138 54000 333 11035 21041 90710 91102=",
"01006099999","2023-10-27T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","180,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0029,1","-0047,1","10132,1","240,M,-0027,1","240,N,-0031,1","99999,9,10116,1","7,1,006,1,+999,9",,"3,99,0040,1,999","SYN07601006 46/// /1804 11029 21047 30116 40132 57006 333 11027 21031 90710 91104=",
"01006099999","2023-10-27T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","181,1,N,0030,1","99999,9,9,9","999999,9,9,9","-0027,1","-0062,1","10134,1",,,"99999,9,10118,1",,,"9,99,0042,1,999","SYN004BUFR","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-10-27T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","190,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0029,1","-0057,1","10134,1","240,M,-0024,1","240,N,-0031,1","99999,9,10118,1",,,"3,99,0040,1,999","SYN08201006 46/// /1903 11029 21057 30118 40134 54002 92100 333 11024 21031 90710 91104=","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-10-28T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","250,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0043,1","-0049,1","10131,1","240,M,-0039,1","240,N,-0050,1","99999,9,10115,1",,,"3,99,0030,1,999","SYN07601006 46/// /2502 11043 21049 30115 40131 54002 333 11039 21050 90710 91103=","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-10-28T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0037,1","-0044,1","10136,1","240,M,-0037,1","240,N,-0046,1","99999,9,10120,1","2,1,006,1,+999,9",,"3,99,0030,1,999","SYN07601006 46/// /2301 11037 21044 30120 40136 52006 333 11037 21046 90710 91103=",
"01006099999","2023-10-28T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0033,1","-0040,1","10138,1","240,M,-0032,1","240,N,-0037,1","99999,9,10122,1","4,1,000,1,+999,9",,"3,99,0010,1,999","SYN07601006 46/// /2301 11033 21040 30122 40138 54000 333 11032 21037 90710 91101=",
"01006099999","2023-10-28T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0036,1","-0041,1","10145,1","240,M,-0035,1","240,N,-0039,1","99999,9,10129,1","2,1,005,1,+999,9",,"3,99,0010,1,999","SYN07601006 46/// /3200 11036 21041 30129 40145 52005 333 11035 21039 90710 91101=",
"01006099999","2023-10-29T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","240,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0037,1","-0049,1","10144,1","240,M,-0036,1","240,N,-0043,1","99999,9,10128,1",,,"3,99,0020,1,999","SYN07601006 46/// /2402 11037 21049 30128 40144 54001 333 11036 21043 90710 91102=","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-29T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","210,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0033,1","-0048,1","10148,1","240,M,-0031,1","240,N,-0035,1","99999,9,10132,1",,,"3,99,0030,1,999","SYN07601006 46/// /2102 11033 21048 30132 40148 54003 333 11031 21035 90710 91103=","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-10-29T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0033,1","-0055,1","10146,1","240,M,-0031,1","240,N,-0040,1","99999,9,10130,1",,,"3,99,0040,1,999","SYN07601006 46/// /2204 11033 21055 30130 40146 54002 333 11031 21040 90710 91104=","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-10-29T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0039,1","-0073,1","10146,1","240,M,-0024,1","240,N,-0040,1","99999,9,10130,1",,,"3,99,0050,1,999","SYN07601006 46/// /2104 11039 21073 30130 40146 54001 333 11024 21040 90710 91105=","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-30T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0046,1","-0078,1","10137,1","240,M,-0046,1","240,N,-0062,1","99999,9,10121,1","7,1,004,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2204 11046 21078 30121 40137 57004 333 11046 21062 90710 91105=",
"01006099999","2023-10-30T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0065,1","-0093,1","10127,1","240,M,-0051,1","240,N,-0065,1","99999,9,10110,1","7,1,004,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2304 11065 21093 30110 40127 57004 333 11051 21065 90710 91105=",
"01006099999","2023-10-30T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0076,1","-0107,1","10106,1","240,M,-0061,1","240,N,-0077,1","99999,9,10090,1","7,1,010,1,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /2204 11076 21107 30090 40106 57010 333 11061 21077 90710 91108=",
"01006099999","2023-10-30T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","240,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0048,1","-0077,1","10082,1","240,M,-0036,1","240,N,-0057,1","99999,9,10066,1","8,1,018,1,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /2403 11048 21077 30066 40082 58018 333 11036 21057 90710 91108=",
"01006099999","2023-10-31T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0120,1","99999,9,9,N","999999,9,9,9","-0012,1","-0040,1","10050,1","240,M,-0012,1","240,N,-0026,1","99999,9,10034,1","7,1,019,1,+999,9",,"3,99,0140,1,999","SYN07601006 46/// /2312 11012 21040 30034 40050 57019 333 11012 21026 90710 91114=",
"01006099999","2023-10-31T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","250,1,N,0100,1","99999,9,9,N","999999,9,9,9","-0008,1","-0028,1","10011,1","240,M,-0007,1","240,N,-0013,1","99999,9,09995,1","7,1,014,1,+999,9",,"3,99,0110,1,999","SYN07601006 46/// /2510 11008 21028 39995 40011 57014 333 11007 21013 90710 91111=",
"01006099999","2023-10-31T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0130,1","99999,9,9,N","999999,9,9,9","-0034,1","-0072,1","10009,1","240,M,-0026,1","240,N,-0034,1","99999,9,09994,1","2,1,011,1,+999,9",,"3,99,0160,1,999","SYN07601006 46/// /3613 11034 21072 39994 40009 52011 333 11026 21034 90710 91116=",
"01006099999","2023-10-31T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","010,1,N,0170,1","99999,9,9,N","999999,9,9,9","-0066,1","-0113,1","10064,1","240,M,-0062,1","240,N,-0066,1","99999,9,10048,1","3,1,025,1,+999,9",,"3,99,0210,1,999","SYN07601006 46/// /0117 11066 21113 30048 40064 53025 333 11062 21066 90710 91121=",
"01006099999","2023-11-01T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0170,1","99999,9,9,N","999999,9,9,9","-0061,1","-0099,1","10090,1","240,M,-0058,1","240,N,-0061,1","99999,9,10074,1","9,9,001,1,+999,9",,"3,99,0200,1,999","SYN07601006 46/// /3617 11061 21099 30074 40090 50001 333 11058 21061 90710 91120=",
"01006099999","2023-11-01T08:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0124,1","99999,9,9,9","999999,9,9,9","-0067,1","-0114,1","10129,1","120,M,-0065,1","120,N,-0067,1","99999,9,10113,1","2,1,016,1,+999,9","0149,1","9,99,0124,1,999","SYN004BUFR",
"01006099999","2023-11-01T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0120,1","99999,9,9,N","999999,9,9,9","-0065,1","-0116,1","10130,1","240,M,-0064,1","240,N,-0067,1","99999,9,10114,1","3,1,011,1,+999,9",,"3,99,0150,1,999","SYN07601006 46/// /3612 11065 21116 30114 40130 53011 333 11064 21067 90710 91115=",
"01006099999","2023-11-01T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0067,1","-0113,1","10153,1","240,M,-0065,1","240,N,-0067,1","99999,9,10137,1","1,1,011,1,+999,9",,"3,99,0090,1,999","SYN07601006 46/// /3606 11067 21113 30137 40153 51011 333 11065 21067 90710 91109=",
"01006099999","2023-11-01T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","010,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0067,1","-0127,1","10164,1","240,M,-0064,1","240,N,-0067,1","99999,9,10148,1","2,1,009,1,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /0105 11067 21127 30148 40164 52009 333 11064 21067 90710 91108=",
"01006099999","2023-11-02T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0062,1","-0109,1","10168,1","240,M,-0062,1","240,N,-0064,1","99999,9,10152,1","2,1,004,1,+999,9",,"3,99,0070,1,999","SYN07601006 46/// /3605 11062 21109 30152 40168 52004 333 11062 21064 90710 91107=",
"01006099999","2023-11-02T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","320,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0069,1","-0119,1","10173,1","240,M,-0069,1","240,N,-0071,1","99999,9,10157,1","2,1,003,1,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /3206 11069 21119 30157 40173 52003 333 11069 21071 90710 91108=",
"01006099999","2023-11-02T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","260,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0078,1","-0118,1","10167,1","240,M,-0072,1","240,N,-0080,1","99999,9,10151,1","7,1,003,1,+999,9",,"3,99,0070,1,999","SYN07601006 46/// /2603 11078 21118 30151 40167 57003 333 11072 21080 90710 91107=",
"01006099999","2023-11-02T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","260,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0076,1","-0118,1","10160,1","240,M,-0074,1","240,N,-0077,1","99999,9,10144,1","7,1,004,1,+999,9",,"3,99,0050,1,999","SYN07601006 46/// /2603 11076 21118 30144 40160 57004 333 11074 21077 90710 91105=",
"01006099999","2023-11-03T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","275,1,N,0030,1","99999,9,9,9","999999,9,9,9","-0074,1","-0105,1","10158,1",,,"99999,9,10142,1","7,9,002,9,+999,9",,"3,99,9999,9,999","SYN004BUFR","Q01.2    3APC3  Q024     3APCTEN"
"01006099999","2023-11-03T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","350,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0074,1","-0098,1","10156,1","240,M,-0068,1","240,N,-0074,1","99999,9,10140,1","7,9,002,9,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /3506 11074 21098 30140 40156 54002 333 11068 21074 90710 91108=","Q01.2    3APC3  Q024     3APCTEN"
"01006099999","2023-11-03T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","340,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0075,1","-0120,1","10161,1","240,M,-0074,1","240,N,-0076,1","99999,9,10145,1","9,9,003,1,+999,9",,"3,99,0060,1,999","SYN07601006 46/// /3404 11075 21120 30145 40161 50003 333 11074 21076 90710 91106=",
"01006099999","2023-11-03T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0091,1","-0109,1","10151,1","240,M,-0091,1","240,N,-0094,1","99999,9,10135,1","7,1,005,1,+999,9",,"3,99,0040,1,999","SYN07601006 46/// /2303 11091 21109 30135 40151 57005 333 11091 21094 90710 91104=",
"01006099999","2023-11-03T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","040,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0078,1","-0102,1","10128,1","240,M,-0078,1","240,N,-0088,1","99999,9,10111,1","7,1,011,1,+999,9",,"3,99,0030,1,999","SYN07601006 46/// /0402 11078 21102 30111 40128 57011 333 11078 21088 90710 91103=",
"01006099999","2023-11-04T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","047,1,N,0028,1","99999,9,9,9","999999,9,9,9","-0074,1","-0124,1","10119,1",,,"99999,9,10102,1","7,1,009,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-11-04T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0100,1","99999,9,9,N","999999,9,9,9","-0083,1","-0133,1","10130,1","240,M,-0082,1","240,N,-0084,1","99999,9,10113,1","2,1,011,1,+999,9",,"3,99,0130,1,999","SYN07601006 46/// /3610 11083 21133 30113 40130 52011 333 11082 21084 90710 91113=",
"01006099999","2023-11-04T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","360,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0085,1","-0135,1","10152,1","240,M,-0083,1","240,N,-0085,1","99999,9,10136,1","2,1,003,1,+999,9",,"3,99,0070,1,999","SYN08201006 46/// /3606 11085 21135 30136 40152 52003 92100 333 11083 21085 90710 91107=",
"01006099999","2023-11-05T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","040,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0085,1","-0119,1","10137,1","240,M,-0085,1","240,N,-0088,1","99999,9,10121,1","6,1,009,1,+999,9",,"3,99,0070,1,999","SYN07601006 46/// /0405 11085 21119 30121 40137 56009 333 11085 21088 90710 91107=",
"01006099999","2023-11-05T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","030,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0085,1","-0106,1","10133,1","240,M,-0083,1","240,N,-0088,1","99999,9,10117,1","7,1,004,1,+999,9",,"3,99,0080,1,999","SYN07601006 46/// /0306 11085 21106 30117 40133 57004 333 11083 21088 90710 91108=",
"01006099999","2023-11-05T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","020,1,N,0090,1","99999,9,9,N","999999,9,9,9","-0086,1","-0114,1","10126,1","240,M,-0085,1","240,N,-0088,1","99999,9,10110,1","7,1,005,1,+999,9",,"3,99,0110,1,999","SYN07601006 46/// /0209 11086 21114 30110 40126 57005 333 11085 21088 90710 91111=",
"01006099999","2023-11-05T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","020,1,N,0080,1","99999,9,9,N","999999,9,9,9","-0084,1","-0127,1","10115,1","240,M,-0083,1","240,N,-0086,1","99999,9,10099,1","7,1,008,1,+999,9",,"3,99,0110,1,999","SYN07601006 46/// /0208 11084 21127 30099 40115 57008 333 11083 21086 90710 91111=",
