"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","MA1","MD1","OC1","OD1","REM","EQD"
"01006099999","2023-03-25T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","016,1,N,0046,1","99999,9,9,9","999999,9,9,9","-0155,1","-0180,1","10158,1",,,"99999,9,10141,1","2,1,008,1,+999,9","0076,1","9,99,0063,1,999","SYN004BUFR",
"01006099999","2023-03-27T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","359,1,N,0092,1","99999,9,9,9","999999,9,9,9","-0162,1","-0198,1","10196,1",,,"99999,9,10179,1","1,1,010,1,+999,9","0123,1","9,99,0105,1,999","SYN004BUFR",
"01006099999","2023-03-29T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","203,1,N,0035,1","99999,9,9,9","999999,9,9,9","-0150,1","-0175,1","10242,1",,,"99999,9,10225,1",,,"9,99,0036,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-03-30T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","357,1,N,0009,1","99999,9,9,9","999999,9,9,9","-0189,1","-0209,1","10197,1",,,"99999,9,10180,1","7,1,008,1,+999,9",,"9,99,0010,1,999","SYN004BUFR",
"01006099999","2023-03-31T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0001,1","99999,9,9,9","999999,9,9,9","-0174,1","-0193,1","10186,1",,,"99999,9,10169,1","7,1,007,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-04-01T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","269,1,N,0023,1","99999,9,9,9","999999,9,9,9","-0180,1","-0212,1","10253,1",,,"99999,9,10236,1","2,1,006,1,+999,9",,"9,99,0046,1,999","SYN004BUFR",
"01006099999","2023-04-04T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","019,1,N,0029,1","99999,9,9,9","999999,9,9,9","-0230,1","-0263,1","10249,1",,,"99999,9,10231,1","2,1,028,1,+999,9","0081,1","9,99,0069,1,999","SYN004BUFR",
"01006099999","2023-04-05T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","134,1,N,0084,1","99999,9,9,9","999999,9,9,9","-0102,1","-0116,1","10188,1",,,"99999,9,10171,1","6,1,042,1,+999,9","0112,1","9,99,0101,1,999","SYN004BUFR",
"01006099999","2023-04-06T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","155,1,N,0149,1","99999,9,9,9","999999,9,9,9","-0072,1","-0088,1","10145,1",,,"99999,9,10129,1","6,1,059,1,+999,9","0171,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-04-07T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","261,1,N,0108,1","99999,9,9,9","999999,9,9,9","+0001,1","-0028,1","09984,1","120,M,+0014,1","120,N,-0022,1","99999,9,09968,1","2,1,009,1,+999,9","0151,1","9,99,0130,1,999","SYN004BUFR",
"01006099999","2023-04-07T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","002,1,N,0034,1","99999,9,9,9","999999,9,9,9","-0062,1","-0083,1","10124,1",,,"99999,9,10108,1","2,1,024,1,+999,9",,"9,99,0035,1,999","SYN004BUFR",
"01006099999","2023-04-09T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","328,1,N,0016,1","99999,9,9,9","999999,9,9,9","-0092,1","-0104,1","10107,1",,,"99999,9,10090,1","2,1,009,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-04-12T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","233,1,N,0062,1","99999,9,9,9","999999,9,9,9","-0050,1","-0073,1","10229,1",,,"99999,9,10213,1","2,1,010,1,+999,9","0065,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-04-15T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","212,1,N,0041,1","99999,9,9,9","999999,9,9,9","+0035,1","-0009,1","10211,1",,,"99999,9,10195,1",,"0073,1","3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-04-16T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","185,1,N,0070,1","99999,9,9,9","999999,9,9,9","-0002,1","-0016,1","10171,1",,,"99999,9,10156,1","6,1,017,1,+999,9","0082,1","9,99,0070,1,999","SYN004BUFR",
"01006099999","2023-04-18T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","282,1,N,0100,1","99999,9,9,9","999999,9,9,9","-0022,1","-0028,1","09983,1",,,"99999,9,09967,1","8,1,023,1,+999,9","0122,1","9,99,0109,1,999","SYN004BUFR",
"01006099999","2023-04-21T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","329,1,N,0124,1","99999,9,9,9","999999,9,9,9","-0162,1","-0189,1","10138,1",,,"99999,9,10121,1","8,1,012,1,+999,9","0155,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-04-27T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","133,1,N,0032,1","99999,9,9,9","999999,9,9,9","-0029,1","-0035,1","10250,1",,,"99999,9,10234,1","8,1,017,1,+999,9",,"9,99,0045,1,999","SYN004BUFR",
"01006099999","2023-04-30T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","045,1,N,0092,1","99999,9,9,9","999999,9,9,9","-0140,1","-0168,1","10251,1",,,"99999,9,10234,1",,"0108,1","9,99,0092,1,999","SYN004BUFR","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-05-03T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","251,1,N,0046,1","99999,9,9,9","999999,9,9,9","-0105,1","-0135,1","10243,1",,,"99999,9,10227,1","7,1,008,1,+999,9","0053,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-05-03T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","226,1,N,0040,1","99999,9,9,9","999999,9,9,9","-0087,1","-0122,1","10237,1",,,"99999,9,10220,1","7,1,010,1,+999,9",,"9,99,0046,1,999","SYN004BUFR",
"01006099999","2023-05-04T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","124,1,N,0026,1","99999,9,9,9","999999,9,9,9","-0039,1","-0064,1","10193,1",,,"99999,9,10177,1","7,1,005,1,+999,9","0064,1","9,99,0057,1,999","SYN004BUFR",
"01006099999","2023-05-06T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","268,1,N,0022,1","99999,9,9,9","999999,9,9,9","-0035,1","-0041,1","10074,1",,,"99999,9,10059,1","7,1,009,1,+999,9",,"9,99,0033,1,999","SYN004BUFR",
"01006099999","2023-05-07T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","330,1,N,0084,1","99999,9,9,9","999999,9,9,9","-0025,1","-0041,1","10052,1",,,"99999,9,10036,1","5,1,001,1,+999,9","0099,1","9,99,0085,1,999","SYN004BUFR",
"01006099999","2023-05-09T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","028,1,N,0023,1","99999,9,9,9","999999,9,9,9","-0065,1","-0087,1","10173,1",,,"99999,9,10157,1","2,1,005,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-05-09T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","141,1,N,0020,1","99999,9,9,9","999999,9,9,9","-0040,1","-0055,1","10182,1",,,"99999,9,10166,1",,,"9,99,0023,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-05-10T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","202,1,N,0040,1","99999,9,9,9","999999,9,9,9","-0002,1","-0016,1","10131,1",,,"99999,9,10115,1","7,1,013,1,+999,9","0091,1","9,99,0083,1,999","SYN004BUFR",
"01006099999","2023-05-13T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","266,1,N,0050,1","99999,9,9,9","999999,9,9,9","+0005,1","-0003,1","09863,1",,,"99999,9,09848,1","8,1,017,1,+999,9","0062,1","9,99,0052,1,999","SYN004BUFR",
"01006099999","2023-05-19T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","231,1,N,0037,1","99999,9,9,9","999999,9,9,9","-0055,1","-0088,1","10102,1",,,"99999,9,10086,1",,,"9,99,0044,1,999","SYN004BUFR","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-05-25T04:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0030,1","99999,9,9,9","999999,9,9,9","-0009,1","-0013,1","09876,1","120,M,-0009,1","120,N,-0010,1","99999,9,09860,1","7,1,021,1,+999,9","0056,1","9,99,0050,1,999","SYN004BUFR",
"01006099999","2023-05-25T05:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","343,1,N,0047,1","99999,9,9,9","999999,9,9,9","-0010,1","-0015,1","09870,1","120,M,-0009,1","120,N,-0011,1","99999,9,09855,1","7,1,019,1,+999,9","0056,1","9,99,0047,1,999","SYN004BUFR",
"01006099999","2023-05-25T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","341,1,N,0043,1","99999,9,9,9","999999,9,9,9","-0007,1","-0013,1","09869,1","120,M,+0000,1","120,N,-0011,1","99999,9,09854,1","8,1,012,1,+999,9","0057,1","9,99,0065,1,999","SYN004BUFR",
"01006099999","2023-05-27T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","345,1,N,0118,1","99999,9,9,9","999999,9,9,9","-0057,1","-0076,1","10000,1",,,"99999,9,09984,1","1,1,014,1,+999,9","0151,1","9,99,0145,1,999","SYN004BUFR",
"01006099999","2023-05-28T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","049,1,N,0048,1","99999,9,9,9","999999,9,9,9","-0022,1","-0034,1","10115,1",,,"99999,9,10099,1","6,1,009,1,+999,9","0055,1","9,99,0049,1,999","SYN004BUFR",
"01006099999","2023-05-30T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","001,1,N,0050,1","99999,9,9,9","999999,9,9,9","-0009,1","-0018,1","09984,1",,,"99999,9,09969,1","7,1,018,1,+999,9","0060,1","9,99,0054,1,999","SYN004BUFR",
"01006099999","2023-06-03T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","246,1,N,0028,1","99999,9,9,9","999999,9,9,9","-0014,1","-0032,1","10128,1",,,"99999,9,10112,1",,,"9,99,0028,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-06-04T18:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","002,1,N,0039,1","99999,9,9,9","999999,9,9,9","-0005,1","-0029,1","10127,1","120,M,+0011,1","120,N,-0006,1","99999,9,10112,1","2,1,004,1,+999,9","0056,1","9,99,0058,1,999","SYN004BUFR",
"01006099999","2023-06-05T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0066,1","99999,9,9,9","999999,9,9,9","-0029,1","-0047,1","10147,1","120,M,-0023,1","120,N,-0029,1","99999,9,10131,1",,"0077,1","9,99,0072,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-06-08T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","156,1,N,0012,1","99999,9,9,9","999999,9,9,9","+0020,1","-0042,1","10162,1",,,"99999,9,10146,1","2,1,005,1,+999,9",,"9,99,0037,1,999","SYN004BUFR",
"01006099999","2023-06-10T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","232,1,N,0049,1","99999,9,9,9","999999,9,9,9","+0027,1","+0021,1","10112,1",,,"99999,9,10097,1","7,1,009,1,+999,9","0062,1","9,99,0053,1,999","SYN004BUFR",
"01006099999","2023-06-13T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","181,1,N,0018,1","99999,9,9,9","999999,9,9,9","+0017,1","-0007,1","10027,1",,,"99999,9,10012,1",,"0052,1","9,99,0047,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-06-16T05:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0048,1","99999,9,9,9","999999,9,9,9","+0010,1","-0012,1","10236,1","120,M,+0012,1","120,N,+0009,1","99999,9,10220,1","2,1,009,1,+999,9","0064,1","9,99,0054,1,999","SYN004BUFR",
"01006099999","2023-06-21T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","266,1,N,0052,1","99999,9,9,9","999999,9,9,9","+0027,1","+0024,1","10134,1",,,"99999,9,10119,1","7,1,008,1,+999,9","0080,1","9,99,0075,1,999","SYN004BUFR",
"01006099999","2023-06-27T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","039,1,N,0022,1","99999,9,9,9","999999,9,9,9","+0010,1","+0007,1","10114,1",,,"99999,9,10098,1","2,1,011,1,+999,9",,"9,99,0024,1,999","SYN004BUFR",
"01006099999","2023-07-02T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","121,1,N,0035,1","99999,9,9,9","999999,9,9,9","+0006,1","+0000,1","10218,1",,,"99999,9,10202,1",,"0053,1","9,99,0058,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-07-06T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","144,1,N,0021,1","99999,9,9,9","999999,9,9,9","+0077,1","+0036,1","10231,1",,,"99999,9,10215,1","2,1,003,1,+999,9",,"9,99,0029,1,999","SYN004BUFR",
"01006099999","2023-07-09T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0056,1","99999,9,9,9","999999,9,9,9","+0040,1","+0024,1","10188,1","120,M,+0042,1","120,N,+0040,1","99999,9,10172,1",,"0067,1","9,99,0056,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-07-13T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","032,1,N,0045,1","99999,9,9,9","999999,9,9,9","+0026,1","+0022,1","10211,1",,,"99999,9,10195,1",,"0061,1","3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-07-18T01:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0042,1","99999,9,9,9","999999,9,9,9","+0045,1","+0021,1","10134,1","120,M,+0046,1","120,N,+0041,1","99999,9,10118,1",,"0053,1","9,99,0046,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-07-19T05:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0121,1","99999,9,9,9","999999,9,9,9","+0052,1","+0025,1","10086,1","120,M,+0056,1","120,N,+0053,1","99999,9,10071,1","6,1,007,1,+999,9","0148,1","9,99,0124,1,999","SYN004BUFR",
"01006099999","2023-07-20T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","287,1,N,0059,1","99999,9,9,9","999999,9,9,9","+0042,1","+0034,1","10150,1",,,"99999,9,10135,1","2,1,005,1,+999,9","0068,1","9,99,0060,1,999","SYN004BUFR",
"01006099999","2023-07-28T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","128,1,N,0029,1","99999,9,9,9","999999,9,9,9","+0042,1","+0033,1","10110,1",,,"99999,9,10094,1",,,"9,99,0032,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-07-28T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","126,1,N,0023,1","99999,9,9,9","999999,9,9,9","+0042,1","+0031,1","10109,1",,,"99999,9,10094,1",,,"9,99,0030,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-07-29T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","130,1,N,0029,1","99999,9,9,9","999999,9,9,9","+0042,1","+0035,1","10110,1",,,"99999,9,10095,1","4,1,000,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-08-01T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","111,1,N,0021,1","99999,9,9,9","999999,9,9,9","+0071,1","+0061,1","10140,1",,,"99999,9,10125,1","7,1,011,1,+999,9",,"9,99,0021,1,999","SYN004BUFR",
"01006099999","2023-08-03T02:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0001,1","99999,9,9,9","999999,9,9,9","+0076,1","+0047,1","10120,1","120,M,+0077,1","120,N,+0068,1","99999,9,10105,1","2,1,019,1,+999,9",,"9,99,0018,1,999","SYN004BUFR",
"01006099999","2023-08-08T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0078,1","99999,9,9,9","999999,9,9,9","+0042,1","+0015,1","10130,1",,,"99999,9,10114,1","1,1,029,1,+999,9","0095,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-08-15T20:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","017,1,N,0046,1","99999,9,9,9","999999,9,9,9","+0050,1","+0047,1","10097,1","120,M,+0052,1","120,N,+0050,1","99999,9,10082,1","7,1,011,1,+999,9","0057,1","9,99,0049,1,999","SYN004BUFR",
"01006099999","2023-08-16T06:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","333,1,N,0026,1","99999,9,9,9","999999,9,9,9","+0047,1","+0039,1","10089,1","120,M,+0055,1","120,N,+0034,1","99999,9,10073,1",,"0091,1","9,99,0081,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-08-25T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","302,1,N,0060,1","99999,9,9,9","999999,9,9,9","+0071,1","+0049,1","10069,1",,,"99999,9,10053,1","8,1,010,1,+999,9","0129,1","9,99,0117,1,999","SYN004BUFR",
"01006099999","2023-08-28T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","134,1,N,0051,1","99999,9,9,9","999999,9,9,9","+0050,1","+0040,1","10129,1",,,"99999,9,10113,1","6,1,012,1,+999,9","0065,1","9,99,0055,1,999","SYN004BUFR",
"01006099999","2023-09-01T12:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","268,1,N,0083,1","99999,9,9,9","999999,9,9,9","+0071,1","+0026,1","10178,1","120,M,+0072,1","120,N,+0065,1","99999,9,10162,1","4,1,000,1,+999,9","0091,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-09-18T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","022,1,N,0099,1","99999,9,9,9","999999,9,9,9","+0000,1","-0023,1","10157,1",,,"99999,9,10141,1","0,1,001,1,+999,9","0125,1","9,99,0113,1,999","SYN004BUFR",
"01006099999","2023-09-23T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","171,1,N,0013,1","99999,9,9,9","999999,9,9,9","-0010,1","-0038,1","10133,1",,,"99999,9,10117,1",,,"3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-09-30T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","312,1,N,0082,1","99999,9,9,9","999999,9,9,9","-0034,1","-0084,1","10066,1",,,"99999,9,10050,1","2,1,004,1,+999,9","0102,1","9,99,0085,1,999","SYN004BUFR",
"01006099999","2023-10-01T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","335,1,N,0143,1","99999,9,9,9","999999,9,9,9","-0025,1","-0054,1","10006,1",,,"99999,9,09990,1","0,1,000,1,+999,9","0172,1","9,99,0160,1,999","SYN004BUFR",
"01006099999","2023-10-02T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","325,1,N,0116,1","99999,9,9,9","999999,9,9,9","-0027,1","-0058,1","09981,1",,,"99999,9,09965,1",,"0155,1","3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01006099999","2023-10-04T01:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0120,1","99999,9,9,9","999999,9,9,9","-0010,1","-0016,1","09861,1","120,M,-0011,1","120,N,-0013,1","99999,9,09845,1","7,1,008,1,+999,9","0144,1","9,99,0126,1,999","SYN004BUFR",
"01006099999","2023-10-04T05:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","999,9,N,0129,1","99999,9,9,9","999999,9,9,9","-0010,1","-0017,1","09864,1","120,M,-0011,1","120,N,-0012,1","99999,9,09848,1",,"0147,1","9,99,0132,1,999","SYN004BUFR","Q014     3APCTENQ02.3    3APC3  "
"01006099999","2023-10-07T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","055,1,N,0096,1","99999,9,9,9","999999,9,9,9","-0017,1","-0054,1","10165,1",,,"99999,9,10149,1","2,1,016,1,+999,9","0108,1","9,99,0096,1,999","SYN004BUFR",
"01006099999","2023-10-08T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","053,1,N,0046,1","99999,9,9,9","999999,9,9,9","-0030,1","-0080,1","10194,1","120,M,-0029,1","120,N,-0031,1","99999,9,10178,1","4,1,000,1,+999,9","0056,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-10-10T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","053,1,N,0070,1","99999,9,9,9","999999,9,9,9","-0035,1","-0064,1","10191,1",,,"99999,9,10175,1",,"0092,1","3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-13T00:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","072,1,N,0053,1","99999,9,9,9","999999,9,9,9","+0001,1","-0002,1","10059,1",,,"99999,9,10043,1","2,1,010,1,+999,9","0073,1","3,99,9999,9,999","SYN004BUFR",
"01006099999","2023-10-13T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","053,1,N,0093,1","99999,9,9,9","999999,9,9,9","-0007,1","-0035,1","10113,1",,,"99999,9,10097,1",,"0119,1","9,99,0104,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01006099999","2023-10-16T22:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","067,1,N,0098,1","99999,9,9,9","999999,9,9,9","-0025,1","-0043,1","10193,1",,,"99999,9,10177,1","7,1,004,1,+999,9","0123,1","9,99,0113,1,999","SYN004BUFR",
"01006099999","2023-10-18T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","190,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0067,1","-0119,1","10240,1","240,M,-0067,1","240,N,-0080,1","99999,9,10224,1","7,1,007,1,+999,9",,"3,99,0060,1,999","SYN07601006 46/// /1906 11067 21119 30224 40240 57007 333 11067 21080 90710 91106=",
"01006099999","2023-10-18T21:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","210,1,N,0100,1","99999,9,9,N","999999,9,9,9","-0017,1","-0041,1","10183,1","240,M,-0012,1","240,N,-0026,1","99999,9,10167,1","7,1,032,1,+999,9",,"3,99,0120,1,999","SYN07601006 46/// /2110 11017 21041 30167 40183 57032 333 11012 21026 90710 91112=",
"01006099999","2023-10-19T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","220,1,N,0150,1","99999,9,9,N","999999,9,9,9","+0018,1","-0011,1","10096,1","240,M,+0019,1","240,N,+0011,1","99999,9,10080,1","7,1,048,1,+999,9",,"3,99,0190,1,999","SYN07601006 46/// /2215 10018 21011 30080 40096 57048 333 10019 20011 90710 91119=",
"01006099999","2023-10-19T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","230,1,N,0160,1","99999,9,9,N","999999,9,9,9","+0024,1","-0016,1","10010,1","240,M,+0027,1","240,N,+0023,1","99999,9,09995,1","8,1,042,1,+999,9",,"3,99,0230,1,999","SYN07601006 46/// /2316 10024 21016 39995 40010 58042 333 10027 20023 90710 91123=",
"01006099999","2023-10-19T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","260,1,N,0110,1","99999,9,9,N","999999,9,9,9","+0026,1","+0000,1","09947,1","240,M,+0027,1","240,N,+0021,1","99999,9,09932,1","8,1,006,1,+999,9",,"3,99,0160,1,999","SYN07601006 46/// /2611 10026 20000 39932 49947 58006 333 10027 20021 90710 91116=",
"01006099999","2023-10-19T23:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","001,1,9,9999,9","99999,9,9,9","999999,9,9,9","-0052,1","-0076,1","09972,1",,,"99999,9,09956,1","5,1,001,1,+999,9",,,"SYN004BUFR",
"01006099999","2023-10-20T03:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","280,1,N,0200,1","99999,9,9,N","999999,9,9,9","-0056,1","-0107,1","09923,1","240,M,-0050,1","240,N,-0056,1","99999,9,09907,1","6,1,040,1,+999,9",,"3,99,0240,1,999","SYN08201006 46/// /2820 11056 21107 39907 49923 56040 90300 333 11050 21056 90710 91124=",
"01006099999","2023-10-20T09:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","320,1,N,0120,1","99999,9,9,N","999999,9,9,9","-0046,1","-0096,1","09959,1","240,M,-0044,1","240,N,-0048,1","99999,9,09943,1","1,1,029,1,+999,9",,"3,99,0170,1,999","SYN07601006 46/// /3212 11046 21096 39943 49959 51029 333 11044 21048 90710 91117=",
"01006099999","2023-10-20T15:00:00","4","78.25","22.8166666","14.0","EDGEOYA, NO","FM-12","99999","V020","340,1,N,0160,1","99999,9,9,N","999999,9,9,9","-0043,1","-0083,1","10025,1","240,M,-0042,1","240,N,-0047,1","99999,9,10009,1","1,1,047,1,+999,9",,"3,99,0260,1,999","SYN07601006 46/// /3416 11043 21083 30009 40025 51047 333 11042 21047 90710 91126=",
