"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"01001499999","2023-03-03T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,V,0036,1","01067,1,9,N","009999,1,9,9","+0060,1","+0010,1","99999,9","02,1,+00853,1,99,9","07,1,+01067,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00853,1,99,9,99,9","10250,1,99999,9",,,,"MET066METAR ENSO 031050Z 32007KT 290V350 9999 FEW028 BKN035 06/01 Q1025=",
"01001499999","2023-03-03T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0031,1","01006,1,9,N","009999,1,9,9","+0060,1","+0020,1","99999,9","02,1,+00732,1,99,9","07,1,+01006,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00732,1,99,9,99,9","10240,1,99999,9",,,,"MET058METAR ENSO 031120Z 33006KT 9999 FEW024 BKN033 06/02 Q1024=",
"01001499999","2023-03-03T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0046,1","00732,1,C,N","009999,1,9,9","+0060,1","+0030,1","99999,9","07,1,+00732,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00732,1,99,9,99,9","10240,1,99999,9",,,,"MET051METAR ENSO 031150Z 32009KT 9999 BKN024 06/03 Q1024=",
"01001499999","2023-03-03T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0041,1","00610,1,9,N","009999,1,9,9","+0050,1","+0050,1","99999,9","04,1,+00427,1,99,9","07,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00427,1,99,9,99,9","10240,1,99999,9",,,,"MET058METAR ENSO 031220Z 32008KT 9999 SCT014 BKN020 05/05 Q1024=",
"01001499999","2023-03-03T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0041,1","00579,1,9,N","009999,1,9,9","+0060,1","+0060,1","99999,9","04,1,+00427,1,99,9","07,1,+00579,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00427,1,99,9,99,9","10230,1,99999,9","16,1",,,"MET063METAR ENSO 031250Z 33008KT 9999 VCSH SCT014 BKN019 06/06 Q1023=",
"01001499999","2023-03-03T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0093,1","00518,1,C,N","009999,1,9,9","+0060,1","+0060,1","99999,9","02,1,+00305,1,99,9","04,1,+00518,1,99,9","07,1,+00762,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10230,1,99999,9","80,1",,,"MET071METAR ENSO 031320Z 31018KT 9999 -SHRA FEW010 SCT017 BKN025 06/06 Q1023=",
"01001499999","2023-03-03T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,N,0077,1","00549,1,C,N","009999,1,9,9","+0060,1","+0060,1","99999,9","02,1,+00366,1,99,9","04,1,+00549,1,99,9","07,1,+00762,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10220,1,99999,9",,,,"MET065METAR ENSO 031350Z 30015KT 9999 FEW012 SCT018 BKN025 06/06 Q1022=",
"01001499999","2023-03-03T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,N,0098,1","00518,1,9,N","009999,1,9,9","+0060,1","+0060,1","99999,9","04,1,+00366,1,99,9","07,1,+00518,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10210,1,99999,9","80,1",,,"MET064METAR ENSO 031420Z 30019KT 9999 -SHRA SCT012 BKN017 06/06 Q1021=",
"01001499999","2023-03-03T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0093,1","00518,1,9,N","009999,1,9,9","+0060,1","+0060,1","99999,9","04,1,+00366,1,99,9","07,1,+00518,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10210,1,99999,9","16,1",,,"MET063METAR ENSO 031450Z 31018KT 9999 VCSH SCT012 BKN017 06/06 Q1021=",
"01001499999","2023-03-03T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0118,1","00762,1,9,N","009999,1,9,9","+0060,1","+0060,1","99999,9","04,1,+00518,1,99,9","07,1,+00762,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00518,1,99,9,99,9","10210,1,99999,9","16,1",,"0180,1","MET066METAR ENSO 031520Z 32023G35KT 9999 VCSH SCT017 BKN025 06/06 Q1021=",
"01001499999","2023-03-03T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0098,1","00427,1,C,N","009999,1,9,9","+0060,1","+0060,1","99999,9","07,1,+00427,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00427,1,99,9,99,9","10200,1,99999,9","16,1",,,"MET056METAR ENSO 031550Z 32019KT 9999 VCSH BKN014 06/06 Q1020=",
"01001499999","2023-03-03T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0113,1","00610,1,9,N","009999,1,9,9","+0050,1","+0050,1","99999,9","04,1,+00457,1,99,9","07,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10200,1,99999,9","16,1",,"0165,1","MET066METAR ENSO 031620Z 33022G32KT 9999 VCSH SCT015 BKN020 05/05 Q1020=",
"01001499999","2023-03-03T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0088,1","00914,1,C,N","009999,1,9,9","+0050,1","+0050,1","99999,9","04,1,+00457,1,99,9","04,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10200,1,99999,9",,,,"MET058METAR ENSO 031650Z 34017KT 9999 SCT015 SCT030 05/05 Q1020=",
"01001499999","2023-03-03T17:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0124,1","99999,9,9,N","009999,1,9,9","+0050,1","+0020,1","99999,9","04,1,+00914,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9","10200,1,99999,9",,,,"MET051METAR ENSO 031720Z 32024KT 9999 SCT030 05/02 Q1020=",
"01001499999","2023-03-03T18:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0098,1","99999,9,9,N","009999,1,9,9","+0040,1","+0010,1","99999,9","04,1,+00914,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9","10200,1,99999,9",,,,"MET051METAR ENSO 031820Z 34019KT 9999 SCT030 04/01 Q1020=",
"01001499999","2023-03-05T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0060,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET046METAR ENSO 051020Z 35008KT CAVOK 01/M06 Q1013=",
"01001499999","2023-03-05T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0060,1","99999,9",,,,,,,"10120,1,99999,9",,,,"MET046METAR ENSO 051120Z 34009KT CAVOK 03/M06 Q1012=",
"01001499999","2023-03-05T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0060,1","99999,9",,,,,,,"10120,1,99999,9",,,,"MET046METAR ENSO 051150Z 33011KT CAVOK 02/M06 Q1012=",
"01001499999","2023-03-05T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0060,1","99999,9",,,,,,,"10120,1,99999,9",,,,"MET046METAR ENSO 051220Z 32010KT CAVOK 02/M06 Q1012=",
"01001499999","2023-03-05T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0062,1","99999,9,9,N","009999,1,9,9","+0020,1","-0050,1","99999,9","04,1,+01067,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01067,1,99,9,99,9","10110,1,99999,9",,,,"MET054METAR ENSO 051250Z 32012KT 9999 SCT035CB 02/M05 Q1011=",
"01001499999","2023-03-05T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0057,1","99999,9,9,N","009999,1,9,9","+0030,1","-0040,1","99999,9","04,1,+00975,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00975,1,99,9,99,9","10110,1,99999,9",,,,"MET054METAR ENSO 051320Z 32011KT 9999 SCT032CB 03/M04 Q1011=",
"01001499999","2023-03-05T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,N","009999,1,9,9","+0030,1","-0050,1","99999,9","04,1,+01006,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01006,1,99,9,99,9","10100,1,99999,9",,,,"MET054METAR ENSO 051350Z 32010KT 9999 SCT033CB 03/M05 Q1010=",
"01001499999","2023-03-05T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0046,1","01006,1,C,N","009999,1,9,9","+0030,1","-0010,1","99999,9","02,1,+00457,1,99,9","04,1,+01006,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10100,1,99999,9","85,1",,,"MET075METAR ENSO 051420Z 30009KT 220V360 9999 -SHSN FEW015 SCT033CB 03/M01 Q1010=",
"01001499999","2023-03-05T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0031,1","99999,9,9,N","009999,1,9,9","+0020,1","-0020,1","99999,9","04,1,+01128,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01128,1,99,9,99,9","10100,1,99999,9","16,1",,,"MET068METAR ENSO 051450Z 30006KT 240V010 9999 VCSH SCT037TCU 02/M02 Q1010=",
"01001499999","2023-03-05T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,V,0046,1","01067,1,C,N","009999,1,9,9","+0020,1","-0060,1","99999,9","02,1,+00610,1,99,9","04,1,+01067,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10090,1,99999,9",,,,"MET067METAR ENSO 051520Z 34009KT 290V030 9999 FEW020 SCT035 02/M06 Q1009=",
"01001499999","2023-03-05T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0046,1","01311,1,C,N","009999,1,9,9","+0020,1","-0040,1","99999,9","02,1,+00914,1,99,9","04,1,+01311,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","10090,1,99999,9",,,,"MET059METAR ENSO 051550Z 33009KT 9999 FEW030 SCT043 02/M04 Q1009=",
"01001499999","2023-03-05T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,V,0051,1","99999,9,9,N","009999,1,9,9","+0020,1","-0040,1","99999,9","04,1,+00914,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9","10090,1,99999,9",,,,"MET062METAR ENSO 051620Z 34010KT 300V020 9999 SCT030CB 02/M04 Q1009=",
"01001499999","2023-03-05T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0062,1","99999,9,9,N","009999,1,9,9","+0010,1","-0030,1","99999,9","04,1,+00975,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00975,1,99,9,99,9","10080,1,99999,9",,,,"MET054METAR ENSO 051650Z 32012KT 9999 SCT032CB 01/M03 Q1008=",
"01001499999","2023-03-05T17:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,N","009999,1,9,9","+0010,1","-0030,1","99999,9","04,1,+00975,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00975,1,99,9,99,9","10080,1,99999,9",,,,"MET054METAR ENSO 051720Z 33011KT 9999 SCT032CB 01/M03 Q1008=",
"01001499999","2023-03-05T17:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0057,1","99999,9,9,N","009999,1,9,9","+0010,1","-0030,1","99999,9","04,1,+01067,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01067,1,99,9,99,9","10080,1,99999,9",,,,"MET054METAR ENSO 051750Z 35011KT 9999 SCT035CB 01/M03 Q1008=",
"01001499999","2023-03-06T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","100,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0050,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060650Z 10008KT CAVOK M03/M05 Q1001=",
"01001499999","2023-03-06T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","090,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0050,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060720Z 09008KT CAVOK M02/M05 Q1001=",
"01001499999","2023-03-06T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0050,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060750Z 11007KT CAVOK M02/M05 Q1001=",
"01001499999","2023-03-06T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0050,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060820Z 11007KT CAVOK M01/M05 Q1001=",
"01001499999","2023-03-06T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","100,1,N,0036,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0060,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060850Z 10007KT CAVOK M00/M06 Q1001=",
"01001499999","2023-03-06T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","100,1,N,0036,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0060,1","99999,9",,,,,,,"10010,1,99999,9",,,,"MET047METAR ENSO 060920Z 10007KT CAVOK M00/M06 Q1001=",
"01001499999","2023-03-06T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0070,1","99999,9",,,,,,,"10000,1,99999,9",,,,"MET046METAR ENSO 060950Z 11005KT CAVOK 01/M07 Q1000=",
"01001499999","2023-03-06T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","130,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0070,1","99999,9",,,,,,,"10000,1,99999,9",,,,"MET046METAR ENSO 061020Z 13004KT CAVOK 02/M07 Q1000=",
"01001499999","2023-03-06T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0060,1","99999,9",,,,,,,"10000,1,99999,9",,,,"MET046METAR ENSO 061050Z 35003KT CAVOK 02/M06 Q1000=",
"01001499999","2023-03-06T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,V,0021,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0060,1","99999,9",,,,,,,"10000,1,99999,9",,,,"MET046METAR ENSO 061120Z VRB04KT CAVOK 02/M06 Q1000=",
"01001499999","2023-03-06T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","270,1,V,0021,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0050,1","99999,9",,,,,,,"09990,1,99999,9",,,,"MET054METAR ENSO 061150Z 27004KT 220V270 CAVOK 03/M05 Q0999=",
"01001499999","2023-03-06T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0026,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0060,1","99999,9",,,,,,,"09990,1,99999,9",,,,"MET054METAR ENSO 061220Z 30005KT 260V360 CAVOK 03/M06 Q0999=",
"01001499999","2023-03-06T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","290,1,V,0031,1","99999,9,9,N","009999,1,9,9","+0040,1","-0070,1","99999,9","02,1,+00914,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","09980,1,99999,9",,,,"MET060METAR ENSO 061450Z 29006KT 250V330 9999 FEW030 04/M07 Q0998=",
"01001499999","2023-03-06T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0031,1","99999,9,9,N","009999,1,9,9","+0020,1","-0070,1","99999,9","02,1,+01219,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01219,1,99,9,99,9","09980,1,99999,9",,,,"MET060METAR ENSO 061520Z 30006KT 260V330 9999 FEW040 02/M07 Q0998=",
"01001499999","2023-03-06T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,V,0041,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0070,1","99999,9",,,,,,,"09980,1,99999,9",,,,"MET054METAR ENSO 061550Z 31008KT 220V320 CAVOK 02/M07 Q0998=",
"01001499999","2023-03-06T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","120,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0080,1","99999,9",,,,,,,"09970,1,99999,9",,,,"MET046METAR ENSO 061620Z 12006KT CAVOK 00/M08 Q0997=",
"01001499999","2023-03-06T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0080,1","99999,9",,,,,,,"09970,1,99999,9",,,,"MET046METAR ENSO 061650Z 11004KT CAVOK 00/M08 Q0997=",
"01001499999","2023-03-07T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","190,1,V,0005,1","99999,9,9,N","009999,1,9,9","-0050,1","-0110,1","99999,9","02,1,+00610,1,08,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET064METAR ENSO 070650Z 19001KT 120V240 9999 FEW020TCU M05/M11 Q0991=",
"01001499999","2023-03-07T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","210,1,V,0005,1","99999,9,9,N","009999,1,9,9","-0040,1","-0080,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET063METAR ENSO 070720Z 21001KT 140V250 9999 FEW020CB M04/M08 Q0991=",
"01001499999","2023-03-07T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","030,1,V,0005,1","99999,9,9,N","009999,1,9,9","-0050,1","-0090,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET063METAR ENSO 070750Z 03001KT 330V070 9999 FEW020CB M05/M09 Q0991=",
"01001499999","2023-03-07T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,C,0000,1","99999,9,9,N","009999,1,9,9","-0030,1","-0090,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET055METAR ENSO 070820Z 00000KT 9999 FEW020CB M03/M09 Q0991=",
"01001499999","2023-03-07T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","020,1,V,0015,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0100,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET055METAR ENSO 070850Z 02003KT 340V100 CAVOK M02/M10 Q0991=",
"01001499999","2023-03-07T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","270,1,V,0010,1","99999,9,9,N","009999,1,9,9","-0010,1","-0110,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET063METAR ENSO 070920Z 27002KT 220V330 9999 FEW020CB M01/M11 Q0991=",
"01001499999","2023-03-07T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,V,0015,1","99999,9,9,N","009999,1,9,9","-0010,1","-0110,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET055METAR ENSO 070950Z VRB03KT 9999 FEW020CB M01/M11 Q0991=",
"01001499999","2023-03-07T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,V,0015,1","99999,9,9,N","009999,1,9,9","+0000,1","-0110,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET062METAR ENSO 071020Z 31003KT 240V340 9999 FEW020CB 00/M11 Q0991=",
"01001499999","2023-03-07T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0015,1","99999,9,9,N","009999,1,9,9","+0010,1","-0110,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET062METAR ENSO 071050Z 30003KT 270V350 9999 FEW020CB 01/M11 Q0991=",
"01001499999","2023-03-07T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","290,1,V,0015,1","99999,9,9,N","009999,1,9,9","+0010,1","-0110,1","99999,9","02,1,+00610,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","09910,1,99999,9",,,,"MET062METAR ENSO 071120Z 29003KT 250V350 9999 FEW020CB 01/M11 Q0991=",
"01001499999","2023-03-07T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","270,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0110,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071150Z 27003KT CAVOK 01/M11 Q0991=",
"01001499999","2023-03-07T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,N,0021,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0120,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071220Z 39004KT CAVOK 02/M12 Q0991=",
"01001499999","2023-03-07T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0110,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071250Z 30005KT CAVOK 02/M11 Q0991=",
"01001499999","2023-03-07T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","280,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0110,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071320Z 28004KT CAVOK 03/M11 Q0991=",
"01001499999","2023-03-07T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0120,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071350Z 31006KT CAVOK 02/M12 Q0991=",
"01001499999","2023-03-07T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","290,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0110,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071420Z 29008KT CAVOK 03/M11 Q0991=",
"01001499999","2023-03-07T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0030,1","-0100,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071450Z 30009KT CAVOK 03/M10 Q0991=",
"01001499999","2023-03-07T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0120,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071520Z 32009KT CAVOK 02/M12 Q0991=",
"01001499999","2023-03-07T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0020,1","-0120,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071550Z 32010KT CAVOK 02/M12 Q0991=",
"01001499999","2023-03-07T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0130,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071620Z 34009KT CAVOK 01/M13 Q0991=",
"01001499999","2023-03-07T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0010,1","-0120,1","99999,9",,,,,,,"09910,1,99999,9",,,,"MET046METAR ENSO 071650Z 34008KT CAVOK 01/M12 Q0991=",
