"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","OC1","REM","EQD"
"01001499999","2023-06-13T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","999999,9,9,9","+0240,5","+0020,5","99999,9",,,,,,,"10220,5,99999,9",,,,"MET044METAR ENSO 131220Z 3308KT CAVOK 24/02 Q1022=","D01      0ADE693D02      0ADE539D03      0ADE022"
"01001499999","2023-06-13T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0040,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 131250Z 34010KT CAVOK 21/04 Q1022=",
"01001499999","2023-06-13T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0062,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0040,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 131320Z 31012KT CAVOK 20/04 Q1022=",
"01001499999","2023-06-13T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0030,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 131350Z 34009KT CAVOK 21/03 Q1022=",
"01001499999","2023-06-13T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0000,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 131420Z 34011KT CAVOK 19/00 Q1022=",
"01001499999","2023-06-13T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0060,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 131450Z 34011KT CAVOK 20/06 Q1022=",
"01001499999","2023-06-14T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0160,1","+0100,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 140620Z 34004KT CAVOK 16/10 Q1022=",
"01001499999","2023-06-14T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0170,1","+0110,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 140650Z 34005KT CAVOK 17/11 Q1022=",
"01001499999","2023-06-14T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0110,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140720Z 33004KT CAVOK 18/11 Q1023=",
"01001499999","2023-06-14T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0090,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140750Z 33003KT CAVOK 19/09 Q1023=",
"01001499999","2023-06-14T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0090,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140820Z 33005KT CAVOK 20/09 Q1023=",
"01001499999","2023-06-14T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0036,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0100,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140850Z 35007KT CAVOK 20/10 Q1023=",
"01001499999","2023-06-14T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0090,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140920Z 34008KT CAVOK 20/09 Q1023=",
"01001499999","2023-06-14T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0100,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 140950Z 33009KT CAVOK 20/10 Q1023=",
"01001499999","2023-06-14T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0062,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0100,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 141020Z 35012KT CAVOK 20/10 Q1023=",
"01001499999","2023-06-14T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0090,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 141050Z 33011KT CAVOK 20/09 Q1023=",
"01001499999","2023-06-14T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0070,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 141120Z 32010KT CAVOK 20/07 Q1023=",
"01001499999","2023-06-14T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0080,1","99999,9",,,,,,,"10230,1,99999,9",,,,"MET045METAR ENSO 141150Z 31010KT CAVOK 21/08 Q1023=",
"01001499999","2023-06-14T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0220,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141220Z 32009KT CAVOK 22/09 Q1022=",
"01001499999","2023-06-14T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141250Z 31009KT CAVOK 21/09 Q1022=",
"01001499999","2023-06-14T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0220,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141320Z 32009KT CAVOK 22/09 Q1022=",
"01001499999","2023-06-14T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141350Z 32010KT CAVOK 21/09 Q1022=",
"01001499999","2023-06-14T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141420Z 31011KT CAVOK 21/09 Q1022=",
"01001499999","2023-06-14T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0090,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 141450Z 32011KT CAVOK 20/09 Q1022=",
"01001499999","2023-06-15T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0140,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 150620Z 33005KT CAVOK 15/14 Q1022=",
"01001499999","2023-06-15T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,V,0015,1","99999,9,9,Y","009900,5,9,9","+0160,1","+0130,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET053METAR ENSO 150650Z 33003KT 290V010 CAVOK 16/13 Q1022=",
"01001499999","2023-06-15T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0170,1","+0130,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 150720Z 34005KT CAVOK 17/13 Q1022=",
"01001499999","2023-06-15T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 150750Z 33005KT CAVOK 18/13 Q1022=",
"01001499999","2023-06-15T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10220,1,99999,9",,,,"MET045METAR ENSO 150820Z 33005KT CAVOK 18/14 Q1022=",
"01001499999","2023-06-15T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0036,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0140,1","99999,9",,,,,,,"10210,1,99999,9",,,,"MET045METAR ENSO 150920Z 34007KT CAVOK 20/14 Q1021=",
"01001499999","2023-06-15T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0140,1","99999,9",,,,,,,"10210,1,99999,9",,,,"MET045METAR ENSO 151050Z 33011KT CAVOK 20/14 Q1021=",
"01001499999","2023-06-15T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0130,1","99999,9",,,,,,,"10210,1,99999,9",,,,"MET045METAR ENSO 151120Z 33010KT CAVOK 21/13 Q1021=",
"01001499999","2023-06-15T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0062,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0130,1","99999,9",,,,,,,"10210,1,99999,9",,,,"MET045METAR ENSO 151150Z 33012KT CAVOK 21/13 Q1021=",
"01001499999","2023-06-15T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0130,1","99999,9",,,,,,,"10210,1,99999,9",,,,"MET045METAR ENSO 151250Z 32010KT CAVOK 21/13 Q1021=",
"01001499999","2023-06-15T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0220,1","+0130,1","99999,9",,,,,,,"10200,1,99999,9",,,,"MET045METAR ENSO 151350Z 32009KT CAVOK 22/13 Q1020=",
"01001499999","2023-06-15T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0230,1","+0130,1","99999,9",,,,,,,"10200,1,99999,9",,,,"MET045METAR ENSO 151420Z 32010KT CAVOK 23/13 Q1020=",
"01001499999","2023-06-16T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160620Z 33005KT CAVOK 15/14 Q1018=",
"01001499999","2023-06-16T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0150,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160650Z 34005KT CAVOK 15/14 Q1018=",
"01001499999","2023-06-16T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0170,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160750Z 35006KT CAVOK 17/14 Q1018=",
"01001499999","2023-06-16T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160820Z 35006KT CAVOK 18/13 Q1018=",
"01001499999","2023-06-16T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160920Z 35008KT CAVOK 18/14 Q1018=",
"01001499999","2023-06-16T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 160950Z 35009KT CAVOK 18/14 Q1018=",
"01001499999","2023-06-16T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10180,1,99999,9",,,,"MET045METAR ENSO 161020Z 35008KT CAVOK 18/14 Q1018=",
"01001499999","2023-06-16T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161050Z 34008KT CAVOK 18/14 Q1017=",
"01001499999","2023-06-16T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0140,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161120Z 34008KT CAVOK 19/14 Q1017=",
"01001499999","2023-06-16T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0140,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161150Z 34008KT CAVOK 18/14 Q1017=",
"01001499999","2023-06-16T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0130,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161220Z 33009KT CAVOK 19/13 Q1017=",
"01001499999","2023-06-16T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161250Z 33011KT CAVOK 18/13 Q1017=",
"01001499999","2023-06-16T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10170,1,99999,9",,,,"MET045METAR ENSO 161320Z 33011KT CAVOK 18/13 Q1017=",
"01001499999","2023-06-16T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0057,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10160,1,99999,9",,,,"MET045METAR ENSO 161420Z 33011KT CAVOK 18/13 Q1016=",
"01001499999","2023-06-16T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10160,1,99999,9",,,,"MET045METAR ENSO 161450Z 32010KT CAVOK 18/13 Q1016=",
"01001499999","2023-06-18T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0160,1","+0140,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 180920Z 34005KT CAVOK 16/14 Q1015=",
"01001499999","2023-06-18T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0170,1","+0150,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 180950Z 35005KT CAVOK 17/15 Q1015=",
"01001499999","2023-06-18T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0140,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 181020Z 34006KT CAVOK 19/14 Q1015=",
"01001499999","2023-06-18T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0150,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 181050Z 35006KT CAVOK 19/15 Q1015=",
"01001499999","2023-06-18T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0140,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 181120Z 35008KT CAVOK 19/14 Q1015=",
"01001499999","2023-06-18T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 181220Z 34008KT CAVOK 18/13 Q1015=",
"01001499999","2023-06-18T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","350,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0140,1","99999,9",,,,,,,"10150,1,99999,9",,,,"MET045METAR ENSO 181250Z 35009KT CAVOK 19/14 Q1015=",
"01001499999","2023-06-18T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0180,1","+0130,1","99999,9",,,,,,,"10140,1,99999,9",,,,"MET045METAR ENSO 181320Z 34010KT CAVOK 18/13 Q1014=",
"01001499999","2023-06-18T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0051,1","99999,9,9,Y","009900,5,9,9","+0170,1","+0130,1","99999,9",,,,,,,"10140,1,99999,9",,,,"MET045METAR ENSO 181350Z 34010KT CAVOK 17/13 Q1014=",
"01001499999","2023-06-18T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0051,1","99999,9,9,N","009999,1,9,9","+0180,1","+0130,1","99999,9","04,1,+01219,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01219,1,99,9,99,9","10150,1,99999,9",,,,"MET053METAR ENSO 181420Z 34010KT 9999 SCT040CB 18/13 Q1015=",
"01001499999","2023-06-18T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,V,0015,1","99999,9,9,N","009999,1,9,9","+0190,1","+0140,1","99999,9","04,1,+01219,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01219,1,99,9,99,9","10160,1,99999,9",,,,"MET053METAR ENSO 181450Z VRB03KT 9999 SCT040CB 19/14 Q1016=",
"01001499999","2023-06-19T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","290,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0130,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET045METAR ENSO 190620Z 29002KT CAVOK 19/13 Q1013=",
"01001499999","2023-06-19T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","340,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0130,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET045METAR ENSO 190650Z 34003KT CAVOK 19/13 Q1013=",
"01001499999","2023-06-19T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","360,1,V,0015,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0140,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET053METAR ENSO 190720Z 36003KT 300V030 CAVOK 20/14 Q1013=",
"01001499999","2023-06-19T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0130,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET045METAR ENSO 190750Z 33006KT CAVOK 20/13 Q1013=",
"01001499999","2023-06-19T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","330,1,V,0036,1","99999,9,9,Y","009900,5,9,9","+0200,1","+0140,1","99999,9",,,,,,,"10130,1,99999,9",,,,"MET053METAR ENSO 190820Z 33007KT 290V010 CAVOK 20/14 Q1013=",
"01001499999","2023-06-19T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,V,0041,1","99999,9,9,Y","009900,5,9,9","+0210,1","+0150,1","99999,9",,,,,,,"10120,1,99999,9",,,,"MET053METAR ENSO 190850Z 32008KT 290V010 CAVOK 21/15 Q1012=",
"01001499999","2023-06-19T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","320,1,N,0041,1","02591,1,C,N","009999,1,9,9","+0210,1","+0140,1","99999,9","02,1,+01372,1,99,9","04,1,+02591,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9","10120,1,99999,9",,,,"MET058METAR ENSO 190920Z 32008KT 9999 FEW045 SCT085 21/14 Q1012=",
"01001499999","2023-06-19T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","999,9,V,0031,1","02438,1,C,N","009999,1,9,9","+0220,1","+0150,1","99999,9","02,1,+01524,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01524,1,99,9,99,9","10120,1,99999,9",,,,"MET058METAR ENSO 190950Z VRB06KT 9999 FEW050 SCT080 22/15 Q1012=",
"01001499999","2023-06-19T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","310,1,V,0031,1","02438,1,C,N","009999,1,9,9","+0230,1","+0140,1","99999,9","02,1,+01524,1,99,9","04,1,+02438,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01524,1,99,9,99,9","10120,1,99999,9",,,,"MET066METAR ENSO 191020Z 31006KT 280V360 9999 FEW050 SCT080 23/14 Q1012=",
"01001499999","2023-06-19T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","300,1,V,0021,1","02377,1,C,N","009999,1,9,9","+0240,1","+0140,1","99999,9","04,1,+01463,1,99,9","04,1,+02377,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01463,1,99,9,99,9","10110,1,99999,9",,,,"MET066METAR ENSO 191050Z 30004KT 210V010 9999 SCT048 SCT078 24/14 Q1011=",
"01001499999","2023-06-19T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","100,1,N,0041,1","02377,1,C,N","009999,1,9,9","+0230,1","+0110,1","99999,9","04,1,+01463,1,99,9","04,1,+02377,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01463,1,99,9,99,9","10110,1,99999,9",,,,"MET058METAR ENSO 191120Z 10008KT 9999 SCT048 SCT078 23/11 Q1011=",
"01001499999","2023-06-19T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0026,1","02256,1,9,N","009999,1,9,9","+0230,1","+0120,1","99999,9","04,1,+01463,1,99,9","07,1,+02256,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01463,1,99,9,99,9","10110,1,99999,9",,,,"MET058METAR ENSO 191150Z 11005KT 9999 SCT048 BKN074 23/12 Q1011=",
"01001499999","2023-06-19T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","130,1,N,0041,1","02316,1,9,N","009999,1,9,9","+0230,1","+0120,1","99999,9","04,1,+01463,1,99,9","07,1,+02316,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01463,1,99,9,99,9","10110,1,99999,9",,,,"MET058METAR ENSO 191220Z 13008KT 9999 SCT048 BKN076 23/12 Q1011=",
"01001499999","2023-06-20T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","110,1,N,0046,1","99999,9,9,Y","009900,5,9,9","+0190,1","+0150,1","99999,9",,,,,,,"10120,1,99999,9",,,,"MET045METAR ENSO 200620Z 11009KT CAVOK 19/15 Q1012=",
"01001499999","2023-06-20T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","140,1,N,0031,1","02286,1,C,N","999999,9,9,9","+0200,1","+0140,1","99999,9","02,1,+01372,1,99,9","04,1,+02286,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9","10120,1,99999,9",,,,"MET053METAR ENSO 200650Z 14006KT FEW045 SCT075 20/14 Q1012=",
"01001499999","2023-06-20T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","130,1,N,0036,1","02286,1,C,N","999999,9,9,9","+0200,1","+0150,1","99999,9","02,1,+01372,1,99,9","04,1,+02286,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9","10120,1,99999,9",,,,"MET053METAR ENSO 200720Z 13007KT FEW045 SCT075 20/15 Q1012=",
"01001499999","2023-06-20T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","99999","V020","130,1,N,0041,1","02134,1,9,N","999999,9,9,9","+0200,1","+0140,1","99999,9","02,1,+01524,1,99,9","07,1,+02134,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01524,1,99,9,99,9","10120,1,99999,9",,,,"MET053METAR ENSO 200750Z 13008KT FEW050 BKN070 20/14 Q1012=",
